station_nm,dec_lat_va,dec_long_va,depth_2013,depth_2023,depth_change
02N06W24CAA2 at Hazen  S,34.7808333,-91.5975,142.26908771929826,139.28824657534247,-2.980841143955786
02S 10W 04DACC 01 KALAMAZOO CO (CAMPBELL),42.32170747,-85.4772264,3.732082191780822,3.884410958904109,0.1523287671232869
02S 10W 26BBCC 01 KALAMAZOO CO (MORROW),42.27059785,-85.4522233,7.513479452054795,12.187561643835616,4.674082191780822
02S 11W 20BBBD 02 KALAMAZOO CO (KENDALL),42.28781746,-85.6269517,37.2186301369863,25.879479452054795,-11.339150684931504
02S 11W 22CDBB 01 KALAMAZOO CO (STOCKBRIDGE),42.27809618,-85.5850057,6.364181286549708,11.480027397260274,5.115846110710566
02S 11W 28AACC 01 KALAMAZOO CO (MAPLE),42.2705962,-85.5944501,44.903945205479445,51.83882191780821,6.934876712328766
02S 11W 31CDCB 01 KALAMAZOO CO (COLONY),42.24670707,-85.64333929,61.114356164383565,57.89032876712329,-3.224027397260272
02S 11W 36CBCD 01 KALAMAZOO CO (EMERALD),42.24920868,-85.549448,28.976136986301373,27.46994520547945,-1.506191780821922
02S/04E-29DAD,45.3656194,-122.3341972,61.00216438356165,63.20131506849315,2.199150684931503
02S03E15ACD1 near Barton,34.5194333,-90.7726333,16.124328767123288,14.39504109589041,-1.7292876712328784
02S19W33CBD1 Hot Springs,34.513375,-93.0511417,116.97862258953168,114.17879452054795,-2.7998280689837287
03N 02E 11BABD1,43.6178222,-116.186161,-11.073342465753424,-9.958520547945206,1.114821917808218
03N 02W 23BCBD 01 INGHAM CO (HOLT),42.634758,-84.5216435,22.604301369863013,22.74652054794521,0.14221917808219686
03N08W32ABB1 UAPB Lonoke,34.849475,-91.8811167,122.88923287671231,123.53991780821916,0.650684931506845
03PP01,34.90119444,-85.2662222,11.508,13.580357142857142,2.0723571428571432
03S 11W 04ABAD 01 KALAMAZOO CO (K-32-S),42.2430969,-85.59361559,11.97958904109589,11.137780821917808,-0.8418082191780822
03S 11W 04ABAD 02 KALAMAZOO CO (K-32-D),42.2430969,-85.59361559,14.970111731843575,14.168483146067414,-0.8016285857761609
03S 12W 11AD 01 KALAMAZOO CO (SABO-D),42.225596,-85.6719502,9.058794520547943,12.942520547945207,3.8837260273972642
03S 12W 11AD 02 KALAMAZOO CO (SABO-S),42.225596,-85.6719502,9.862670454545452,9.931424657534246,0.06875420298879398
04 074-08.95X02.95 [BMOB-6],36.20777575,-110.4106903,844.2649863013697,825.5441369863013,-18.72084931506845
04 075-00.61X16.21 [BMOB-5],36.014168,-110.51208,426.1158356164384,417.5339428571429,-8.5818927592955
043H0024  GRENADA,33.7058333,-89.7408333,11.08330383480826,10.530911764705882,-0.5523920701023783
04N 02W 09BDAD 01 INGHAM CO (SEYMOUR),42.75059039,-84.5535904,50.63739255014327,40.35523943661972,-10.282153113523549
04N 02W 16DAAA 01 INGHAM CO (CEDAR),42.73253498,-84.5474788,24.36900552486188,21.489753424657536,-2.8792521002043436
04N 02W 17ABAA 01 INGHAM CO (LOGAN),42.74003495,-84.5674797,67.99598265895953,59.24271232876713,-8.753270330192407
04N 02W 26BBDB 01 INGHAM CO (FENNER ARBORETUM),42.70975735,-84.5199775,44.17046575342466,35.91580821917808,-8.254657534246576
04N06E19AABA Tilford North Minnelusa,44.30002778,-103.4367778,6.429287671232877,5.788328767123288,-0.6409589041095884
04N06E19AABA2 (Tilford South Madison well),44.29991667,-103.4367222,-5.179563953488372,-8.301342465753423,-3.1217785122650517
05 144-10.70X05.71 (2) [OW-3A (Shallow)],35.16640267,-110.9404179,226.84416438356163,227.99813698630135,1.1539726027397137
05 145-02.25X03.18 [OW-2B],35.20390096,-111.0398646,328.81578082191777,329.7488385269121,0.9330577049943258
05 145-05.92x05.31 [OW-1],35.17279,-111.1056994,614.6716438356165,614.6427700831025,-0.028873752513959516
050261-- Medford 5 Obs,39.92372449,-74.8398858,107.00213698630137,107.21353424657536,0.21139726027399774
050409-- Atsion 3 Obs,39.73956215,-74.7187696,6.484630136986301,6.968246575342465,0.4836164383561643
050440-- Rhodia 1 Obs,40.04527778,-74.70638889,96.7407397260274,98.36690410958904,1.626164383561644
050628-- Penn Sf Shallow Obs,39.74789698,-74.4715388,2.507205479452055,3.295232876712329,0.788027397260274
050630-- Penn Sf Deep Obs,39.75373028,-74.4679276,26.703205479452052,28.624,1.9207945205479469
051391-- Coyle 2 Obs (OW 96),39.81789618,-74.4262598,220.29021917808217,225.3756712328767,5.08545205479453
05N 30E 07CAC1               USGS 138,43.770725,-112.927236,190.66090361445785,257.38857534246574,66.72767172800789
05N 32E 36ADD1               USGS 21,43.71865556,-112.64135,344.46534246575345,349.3669934640523,4.901650998298862
05N.03E.28.411 NANCY LOPEZ,34.6313833,-106.7184556,132.76284246575344,133.318301369863,0.555458904109571
05N.03E.28.411A NANCY LOPEZ2,34.6313833,-106.7184556,132.71020771513352,133.02742465753423,0.3172169424007052
05S08W30ADB1 near Pine B,34.24786667,-91.9111667,284.7061095890411,274.19246575342464,-10.513643835616449
06F001,30.89715998,-84.8985456,22.31739726027397,32.63046575342466,10.313068493150688
06G006,31.07435,-84.9863169,48.81087671232877,55.62383561643836,6.812958904109593
06K009,31.4735062,-84.9210357,192.5535380116959,187.2786740331492,-5.274863978546705
06K010,31.4735062,-84.920758,77.4593698630137,75.63375342465753,-1.8256164383561782
06N 31E 13DBB1               USGS 24,43.84734444,-112.7042528,238.4133424657534,245.181397260274,6.768054794520594
06N.03E.18.442 TOME SITE,34.74185,-106.6623778,196.1523287671233,196.8039452054795,0.6516164383562
06N.03E.18.442A TOME SITE,34.74185,-106.6623778,195.76454794520544,196.513698630137,0.7491506849315499
06N.03E.18.442B TOME SITE,34.74185,-106.6623778,195.00679452054797,195.7488493150685,0.7420547945205271
06S 06W 22CABA 01 BRANCH CO COLDWATER TEST 4,41.9339019,-84.9935388,16.696630136986304,17.788657534246575,1.0920273972602708
06S-21E-27 AAA 1 MCCURTAIN 27,34.0117736,-95.0885608,78.5952602739726,75.13928374655647,-3.4559765274161265
06S001,32.3420917,-84.9860416,52.08993569131832,49.15906849315069,-2.9308671981676255
070413-- Elm Tree 3 Obs,39.8228923,-74.9412766,199.4295616438356,198.67210958904116,-0.7574520547944417
071N08W32BBD        2008IACRN-9,40.91416667,-91.8091667,17.555780821917807,18.876493150684933,1.3207123287671259
07H003,31.1690707,-84.8315892,8.702219178082192,14.76078369905956,6.058564520977368
07KK64,34.4895323,-84.8543843,18.616712328767125,20.885178082191786,2.2684657534246604
07N 31E 34BDD1               USGS 25,43.89393056,-112.7469417,291.67491758241755,298.5184567901234,6.843539207705874
07N001,31.7693304,-84.7951993,166.60219178082193,169.26954154727792,2.667349766455999
07N13W21BAD1 at Greenbri,35.23175,-92.3898611,5.959945205479452,2.415584415584416,-3.5443607898950362
08 038-09.40X07.08 [BMOB-2],36.6472218,-110.1706835,214.99068493150688,198.8808767123288,-16.109808219178063
08 039-00.70X01.57 [BMOB-3],36.7272213,-110.263188,167.13564383561643,175.0065205479452,7.870876712328766
08 054-10.96X00.63 [BMOB-1],36.4908336,-109.9481727,374.3277624309392,374.4529315068493,0.1251690759101507
080N05W22CBCB2      1941Elmira Depot 5 IACRN-4,41.7211284,-91.4223891,15.753260273972602,17.896109589041096,2.142849315068494
082N20W15DBC        2008IACRN-5,41.91077778,-93.16325,13.363863013698632,13.388602739726029,0.024739726027396713
083N39W04BBB        2008IACRN-6,42.03663889,-95.3992222,26.190164383561644,29.05621917808219,2.8660547945205472
08G001,31.11435034,-84.6788066,29.44576923076923,38.99868493150685,9.552915700737621
08K001,31.3773996,-84.654639,6.491034482758621,11.551068493150686,5.060034010392065
08K020,31.45138889,-84.6841667,17.336023391812866,22.752109589041098,5.416086197228232
08N.02E.02.413 ISLETA SITE,34.94729167,-106.6999278,15.81062015503876,14.834054794520547,-0.9765653605182134
08N.02E.02.413A ISLETA SITE,34.94729167,-106.6999278,10.058931506849314,8.915753424657535,-1.1431780821917794
08N.02E.02.413B ISLETA SITE,34.94729167,-106.6999278,8.13704109589041,7.179041095890411,-0.9579999999999993
08N.02E.02.413C ISLETA SITE,34.94729167,-106.6999278,7.137452054794521,5.98772602739726,-1.1497260273972607
090049-- Higbee Beach 3 Obs,38.96789028,-74.9612859,17.65854794520548,18.52353424657534,0.8649863013698607
090081-- Cape May 23 Obs,39.036502,-74.8482243,8.19082191780822,8.987741046831957,0.7969191290237365
090089-- Oyster Lab 4 Obs,39.07372435,-74.9123942,9.34445054945055,9.22641095890411,-0.11803959054643975
090150-- West Cape May 1 Obs,38.9353903,-74.9318399,15.449068493150683,16.71232876712329,1.2632602739726053
090186-- Ac 14 Obs,39.2726149,-74.7312737,3.553205479452055,3.6386575342465752,0.08545205479452012
095N08W19BAD        2008IACRN-3,43.03416667,-91.8366667,10.984752747252749,11.653508287292818,0.6687555400400687
096N24W32CBC        2008IACRN-2,43.08603056,-93.714275,4.474368131868132,4.470358126721763,-0.004010005146368734
09E 10 SOW 223,37.10110278,-82.6772417,37.00068767908309,36.445589887640445,-0.5550977914426483
09F520,30.96185375,-84.5960262,46.55838356164384,49.18035812672176,2.621974565077913
09FF18,33.9368472,-84.52505,21.750314285714285,21.868301369863016,0.11798708414873005
09G001,31.07462917,-84.5179683,51.310980392156864,53.4616923076923,2.150711915535439
09G003,31.07462917,-84.5179683,35.15643835616439,38.161197771587744,3.004759415423358
09M007,31.6646131,-84.6043619,191.35983561643835,191.1226301369863,-0.23720547945205794
09M009,31.6646131,-84.6040841,28.664760383386582,28.82284931506849,0.15808893168190608
09N-13W-28 DDD 1        Alfalfa GW Well,35.21886667,-98.5709806,71.17163888888889,79.31954415954417,8.147905270655272
09N.02E.12.433 RIO BRAVO PARK 1,35.01659444,-106.6827472,9.225424657534248,8.064356164383561,-1.1610684931506867
09N.02E.12.433A RIO BRAVO PARK2,35.01659444,-106.6827472,6.836575342465753,6.218547945205479,-0.6180273972602741
09N.03E.10.334A MONTESSA SITE,35.01588889,-106.6172778,213.77820441988956,204.90293209876543,-8.875272321124129
09N.03E.10.334B MONTESSA SITE,35.01588889,-106.6172778,221.1127071823205,211.08512345679011,-10.027583725530377
09N.03E.34.231 MESA DEL SOL,34.9662583,-106.6116861,404.9784660766962,399.5688888888889,-5.409577187807258
09N.03E.34.231A MESA DEL SOL,34.9662583,-106.6116861,420.05155629139074,413.3351960784314,-6.71636021295933
09N.03E.34.231B MESA DEL SOL,34.9662583,-106.6116861,422.88994100294985,419.523205479452,-3.36673552349788
09N07E21BBB1 near Heafer,35.3947833,-90.3585139,26.946109589041097,25.43961643835616,-1.5064931506849355
09S02W26DDC1 near Watson,33.88238056,-91.2582333,35.20772602739726,29.78205479452055,-5.425671232876706
103N49W16BCCC BALTIC,43.72533056,-96.7312139,8.303698630136987,8.021780821917808,-0.28191780821917867
103N50W17CBB (Lyons real-time GW well),43.7247222,-96.87,7.238005617977528,7.369397260273972,0.1313916422964443
10DD02,33.70205245,-84.4299279,5.49963768115942,4.409808219178082,-1.0898294619813385
10G313,31.08546255,-84.43935489,55.24925816023739,58.11912328767123,2.8698651274338403
10H009,31.23351466,-84.49852349,37.243691460055096,41.920548780487806,4.67685732043271
10K005,31.48158799,-84.464088,22.351068493150684,22.80343949044586,0.4523709972951764
10N  7E30CDBD1  DAKOTA (M90-102R),40.80106389,-96.6762889,26.273260273972603,23.945698630136988,-2.3275616438356153
10N 12W11CCCC3 Site5-55,40.8443861,-98.6456306,42.46697802197802,39.76715068493151,-2.6998273370465142
10N 16W 8BAAA Riverdale Deep,40.85804167,-99.1528333,133.9581095890411,136.18731506849315,2.229205479452048
10N 16W 8BAAA Riverdale Shallow,40.85804167,-99.1528333,133.68084931506849,135.96906849315067,2.288219178082187
10N 21W 18DDD Lexington,40.83015556,-99.7498778,15.153397260273971,16.758765822784813,1.6053685625108418
10N 22W 36DDDA1 Lexington Airport,40.7876222,-99.7680333,8.997643835616438,9.25290410958904,0.25526027397260087
10N 22W 8BCBB1-Site7-20,40.85516389,-99.8636306,9.265206611570248,9.88427397260274,0.6190673610324922
10N 23W 18CADA1 Cozad,40.8372611,-99.9861778,8.423423423423424,8.729424657534246,0.3060012341108216
10N.02E.11.244 WEST BLUFF NO. 1,35.11000556,-106.6946222,174.73586301369863,168.57413580246913,-6.161727211229504
10N.02E.11.244A WEST BLUFF NO. 1,35.11000556,-106.6946222,168.8421917808219,162.4672839506173,-6.37490783020462
10N.02E.11.244B WEST BLUFF NO. 1,35.11000556,-106.6946222,156.38565934065934,154.52086419753087,-1.8647951431284753
10N.02E.11.244C WEST BLUFF NO. 2,35.11000556,-106.6946222,156.36191780821918,154.01321533923306,-2.3487024689861187
10N.02E.11.244D WEST BLUFF NO. 2,35.11000556,-106.6946222,156.41334246575343,153.83038356164383,-2.582958904109603
10N.02E.11.244E WEST BLUFF NO. 2,35.11000556,-106.6946222,155.67375342465752,153.1986301369863,-2.4751232876712095
10N.02E.32.433 WESTGATE HEIGHTS PARK 1,35.04566667,-106.7508056,342.9218836565097,340.56802739726027,-2.353856259249426
10N.02E.32.433A WESTGATE HEIGHTS PARK 2,35.04566667,-106.7508056,342.67950138504153,340.3065753424657,-2.372926042575841
10N.02E.32.433B WESTGATE HEIGHTS PARK 3,35.04566667,-106.7508056,327.52315789473687,325.9414520547945,-1.5817058399423445
10N.03E.05.341 GARFIELD PARK,35.1179861,-106.6512722,42.077397260273976,34.03909589041096,-8.038301369863014
10N.03E.05.341A GARFIELD PARK,35.1179861,-106.6512722,41.68816438356164,33.852876712328765,-7.8352876712328765
10N.03E.05.341B GARFIELD PARK,35.1179861,-106.6512722,41.09334246575342,33.54090410958904,-7.55243835616438
10N.03E.14.324A DEL SOL DIVIDER 2,35.0930222,-106.5970278,336.568990228013,314.4314503816794,-22.137539846333596
10N.03E.14.324B DEL SOL DIVIDER 3,35.0930222,-106.5970278,346.0357534246575,324.5940076335878,-21.441745791069707
10N.03E.32.314 SAN JOSE NO. 9,35.04902778,-106.6533056,27.044431486880463,22.12507692307692,-4.919354563803541
10N.04E.09.214 MATHESON MIDDLE SCHOOL,35.114775,-106.5218222,704.4648219178082,681.9260547945206,-22.538767123287585
10N.04E.09.214A MATHESON MIDDLE SCHOOL,35.114775,-106.5218222,707.2087123287671,683.667808219178,-23.540904109589064
10N.04E.18.133A JERRY CLINE,35.0953111,-106.5660806,422.2255068493151,400.5337464788733,-21.691760370441784
10N.04E.18.133B JERRY CLINE,35.0953111,-106.5660806,427.77964383561647,405.3399726027397,-22.439671232876776
10N.04E.18.133C JERRY CLINE,35.0953111,-106.5660806,429.6325274725274,407.2686197183098,-22.363907754217564
10N.20E.28.2241 SR-1,35.07055556,-104.8141667,374.75816901408456,365.30098630136985,-9.457182712714712
10N/37E-23R01,46.32620556,-118.1385583,37.22369863013699,37.8615512465374,0.6378526164004157
10N02E34BBB1 near Fisher,35.45716667,-90.8753611,107.27465753424656,111.71635616438355,4.441698630136997
110042-- Vocational School 2 Obs,39.45900397,-75.15768338,4.649616438356164,7.252438356164383,2.6028219178082193
11AA01,33.2651142,-84.282146,14.133589041095892,14.433753424657532,0.3001643835616399
11FF04,33.92152656,-84.2776913,7.466041055718475,7.602958904109589,0.1369178483911142
11J011,31.30073555,-84.3229643,43.76591780821918,44.39989010989011,0.63397230167093
11K003,31.48730556,-84.2583333,27.49122562674095,28.507857142857144,1.0166315161161954
11L002,31.59241825,-84.3421399,127.86759776536312,134.82452054794518,6.956922782582069
11N 11W 25CC2 Alda,40.888,-98.5119306,20.985369863013695,19.835197740112992,-1.1501721229007025
11N 12W12BCB 1  CAMERON,40.9420222,-98.6268361,33.00972602739726,32.59356164383561,-0.4161643835616431
11N 13W24ACCD1 Site4-95,40.90966944,-98.7239056,68.94460055096418,70.25660273972602,1.3120021887618378
11N 22W 4BBBB1 Site8-59,40.96061389,-99.8456833,47.00198863636364,38.03757746478873,-8.964411171574909
11N 25W24BCB 1  GOTHENBURG,40.91220556,-100.1284722,5.135370919881305,4.877561643835616,-0.2578092760456894
11N 8W31CCCA1 Grand Island,40.87411667,-98.2821917,8.317315068493151,8.13841095890411,-0.17890410958904113
11N.03E.07.141 HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,170.554,165.75705234159778,-4.7969476584022175
11N.03E.07.141A HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,167.3192328767123,162.429173553719,-4.890059322993295
11N.03E.07.141B HUNTERS RIDGE NO. 1,35.20005278,-106.6690056,151.4277808219178,146.59570247933885,-4.832078342578939
11N.03E.07.141C HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,159.36384401114208,155.36449315068492,-3.999350860457156
11N.03E.07.141D HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,155.05690807799442,151.4064383561644,-3.650469721830035
11N.03E.07.141E HUNTERS RIDGE NO. 2,35.20005278,-106.6690056,153.8144011142061,150.19619760479043,-3.618203509415679
11N.03E.25.322 SISTER CITIES 1,35.15256667,-106.5794917,336.58979253112034,321.8353698630137,-14.754422668106656
11N.03E.25.322A SISTER CITIES 2,35.15256667,-106.5794917,345.41123287671235,329.470602739726,-15.940630136986329
11N.03E.26.243 SIERRA VISTA,35.15273889,-106.6965194,180.77636363636367,176.72745205479453,-4.048911581569143
11N.03E.26.243A SIERRA VISTA,35.15273889,-106.6965194,158.20239669421488,155.15482191780822,-3.0475747764066625
11N.03E.26.243B SIERRA VISTA,35.15273889,-106.6965194,154.16454545454548,151.9114794520548,-2.2530660024906695
11N.03E.31.21311A  MONTANO-6 973-978' SCREEN,35.14363889,-106.6658056,33.47860273972603,27.257178082191786,-6.221424657534243
11N.03E.31.21311B  MONTANO 6 826-831 FT. SCREEN,35.14363889,-106.6658056,32.92452054794521,26.502136986301373,-6.422383561643834
11N.03E.31.21311C  MONTANO 6 558-603 FT. SCREEN,35.14363889,-106.6658056,31.238794520547945,25.21731506849315,-6.021479452054795
11N.03E.31.21311D  MONTANO 6 172-177 FT. SCREEN,35.14363889,-106.6658056,21.867890410958903,18.33695890410959,-3.5309315068493135
11N.04E.18.222 NOR ESTE,35.1866083,-106.5532111,531.1456179775281,517.5544657534247,-13.591152224103439
11N.04E.18.222A NOR ESTE,35.1866083,-106.5532111,532.407106741573,518.3383835616438,-14.06872317992918
11N.04E.18.222B NOR ESTE,35.1866083,-106.5532111,534.4772727272727,519.6578630136986,-14.819409713574146
11P014,31.8976661,-84.3235233,94.57589041095888,99.93380821917808,5.357917808219199
11P015,31.89738834,-84.32241218,40.87756164383561,39.90638356164384,-0.9711780821917699
122N52W 2BBBB R (SISSETON GW WELL RB-77T),45.3844444,-97.1441667,14.308022284122565,14.39,0.08197771587743574
122N52W16BBBC R (SISSETON GW WELL RB-82B),45.35412738,-97.1861933,13.664456521739131,13.589230769230769,-0.07522575250836283
